group,year,#wounded,#killed,#killed_civilian,#killed_political,#killed_security,country,city,location,latitude,longtitude,target_desc,target_type
Islamic State,2015,15.5,4,3,0,0.5,Iraq,Baghdad,Mosque Nahiyet al-Rasheed neighborhood of southern Baghdad,33.34,44.4,Shiite mosque; detonated after security arrived on the scene following an intial roadside bomb,Civilian
Islamic State,2015,23,7,5,0,2,Iraq,Baghdad,Northern Shaab neighborhood,33.34,44.4,Attacked a procession of Shi'ite Muslims,Civilian
Islamic State,2015,15.5,4.5,2.5,0,2,Iraq,Baghdad,al-Shaab neighbourhood,33.34,44.4,Tent serving refreshments to Shia pilgrims during Ashura celebration,Civilian
Unknown Group,2015,12.5,7,7,0,0,Iraq,Baghdad,Restaurant A resataurant in Baghdad's prodominantly-Shia district of Karrada Dakhil,33.34,44.4,Shia civilians in a restaurant in the busy commercial area of Karrada,Civilian
Unknown Group,2015,13,8,8,0,0,Iraq,Baghdad,Mosque Adel District,33.34,44.4,Iraqi Shia mosque,Civilian
Islamic State,2015,15.5,9,5,0,4,Iraq,Baghdad,Market Shaab Neighborhood,33.34,44.4,Market,Civilian
Unknown Group,2015,21,9,5,0,4,Iraq,Baghdad,Checkpoint al-Shaab neighbourhood Saiydiyah district,33.34,44.4,Iraqi Shiite pilgrims,Civilian
Islamic State,2015,25.5,9.5,9.5,0,0,Iraq,Baghdad,Hotel Across the Tigris from the US Embassy (South of Green Zone),33.34,44.4,Babylon Warwick Hotel,Civilian
Islamic State,2015,18.5,7,7,0,0,Iraq,Baghdad,Square near Tahrir Square,33.34,44.4,Shiite pilgrims,Civilian
Islamic State,2015,44,10,5.5,0,4.5,Iraq,Baghdad,Market Al-Wathba Square,33.34,44.4,Al-Wathba Market,Civilian
Unknown Group,2015,28,8.5,8.5,0,0,Iraq,Baghdad,Market Central Baghdad,33.34,44.4,Souk al-Arabi in Shorja market,Civilian
Islamic State,2015,19.5,9.5,9.5,0,0,Iraq,Baghdad,Mosque Al-Obeidi district,33.34,44.4,Entrance to Shia Ahlu al-Baiyt mosque,Civilian
Islamic State,2015,42.5,11,7,0,4,Iraq,Baghdad,Market Bab al-Sharji area,33.34,44.4,Haraj market,Civilian
Islamic State,2015,43,18,18,0,0,Iraq,Baghdad,Commercial area Predominantly Shia neigborhood of Baghdad al-Jadida,33.34,44.4,Commercial area frequented by Shia civilians,Civilian
Unknown Group,2015,36,15.5,15.5,0,0,Iraq,Baghdad,Square Aden Square in the Shia Kadhamiya neighborhood,33.34,44.4,Shia Commuters and Vendors,Civilian
Unknown Group,2015,13,18,18,0,0,Iraq,Baghdad,Market Bab al-Sharqi District,33.34,44.4,Iraqi Market,Civilian
Islamic State,2015,43.5,22,22,0,0,Iraq,Baghdad,Hay al-Amal suburb,33.34,44.4,Memorial service for a Shiite militia fighter,Civilian
Islamic State,2015,43.5,26,26,0,0,Iraq,Baghdad,Restaurant New Baghdad District,33.34,44.4,Restaurant,Civilian
Islamic State,2015,225,68,68,0,0,Iraq,Baghdad,Market Sadr City,33.34,44.4,Shiite Jamila Vegetable Market,Civilian
Islamic State,2015,5,0,0,0,0,Iraq,Baghdad,Road Ameriyah and Al-Kathra areas/ Western Baghdad,33.34,44.4,Civilians on road,Civilian
Unknown Group,2015,13.5,2.5,0,0,0,Iraq,Baghdad,Marketplace Security checkpoint at marketplace in Qiyara neighborhood,33.34,44.4,Iraqi Shi'ite civilians in marketplace,Civilian
Islamic State,2015,21.5,7,4.5,0,2.5,Iraq,Baghdad,Khazimiyah District,33.34,44.4,Iraqi Forces at Aden Checkpoint,Security
Unknown Group,2015,18.5,7.5,4.5,3,0,Iraq,Baghdad,Shulla neighborhood,33.34,44.4,Iraqi Police checkpoint,Security
Unknown Group,2015,17,5,0,0,5,Iraq,Baghdad,Al-Shaab neighborhood northeastern Baghdad,33.34,44.4,Joint Iraqi Army and Iraqi Police checkpoint,Security
Islamic State,2015,38,13,5,0,8,Iraq,Baghdad,Adan Square in Kadhimiya near the Kadhimiya shrine,33.34,44.4,Iraqi Police Checkpoint in Shia neighbourhood,Security
Islamic State,2015,11,5.5,0,0,5.5,Iraq,Fallujah,the entrances of the Council's building of Amiriyat al-Falluja,33.36,43.77,a meeting of the City Council,Political
Islamic State,2015,3.5,3,0,0,3,Iraq,Fallujah,right outside Fallujah,33.36,43.77,Iraqi government forces,Security
Unknown Group,2015,5,3,0,0,3,Iraq,Fallujah,Northeast of Fallujah - near Albu Aziz,33.36,43.77,Iraqi Army Checkpoint,Security
Unknown Group,2015,9.5,4,0,0,4,Iraq,Fallujah,Al-Haiyakil area just south of the city of Fallujah,33.36,43.77,A group of Iraqi soldiers and Popular Mobilization Front troops,Security
Unknown Group,2015,7,5.5,0,0,5.5,Iraq,Fallujah,Near al-Mazraa military camp east of Fallujah,33.36,43.77,Joint Iraqi Army and Shia Popular Mobilization Forces militia outpost,Security
Islamic State,2015,10,5.5,0,0,5.5,Iraq,Fallujah,Sheieha area,33.36,43.77,Iraqi military base,Security
Unknown Group,2015,5,8,0,0,8,Iraq,Fallujah,A military barrack southeast of Fallujah,33.36,43.77,Government and Popular Mobilization Barracks,Security
Unknown Group,2015,3,9,0,0,9,Iraq,Fallujah,Alrovh area northeast of Fallujah,33.36,43.77,Military barracks of Iraqi forces and Shia militia,Security
Unknown Group,2015,7,10,0,0,10,Iraq,Fallujah,Village of Al-Bouaziz,33.36,43.77,Iraqi Army and allied militia military base,Security
Unknown Group,2015,10.5,9,0,0,9,Iraq,Fallujah,Haiyakil area,33.36,43.77,Iraqi Army and Popular Mobilization Forces (Iraqi Shia militia) forces,Security
Islamic State,2015,8,15,0,0,15,Iraq,Fallujah,Technical Institute in Saqlawiyah area,33.36,43.77,ISF and PMU military positions,Security
Islamic State,2015,17,14,0,0,14,Iraq,Fallujah,Albu Aziz,33.36,43.77,Iraqi military and Shia militias base,Security
Unknown Group,2015,0,17,0,0,17,Iraq,Fallujah,Water Control station between Lake Tharthar and Euphrates,33.36,43.77,Iraqi Army troops preparing to attack Fallujah/Ramadi,Security
Unknown Group,2015,0,6.5,0,0,6.5,Iraq,Fallujah,al-Harariyat,33.36,43.77,Iraqi Army Shia Popular Mobilization Forces militia base,Security
Islamic State,2015,24,22,0,0,22,Iraq,Fallujah,Harariyat village part of Al Karmah town,33.36,43.77,Congregation of Iraqi army soldiers and PMF forces,Security
Islamic State,2015,0,0,0,0,0,Iraq,Fallujah,Near Lake Tarthar Dam,33.36,43.77,Military convoy,Security
Islamic State,2015,0,13,0,0,13,Iraq,Fallujah,Village of Hayakil,33.36,43.77,Iraqi Government Base,Security
Unknown Group,2015,15,17,0,0,17,Iraq,Fallujah,Outside Fallujah,33.36,43.77,Military barricades Iraqi army and allied Shi'a militia,Security
Unknown Group,2015,0,40,0,0,40,Iraq,Fallujah,Gates of the Base,33.36,43.77,Iraqi 1st Division Army Base East of City,Security
Islamic State,2015,46.5,42.5,0,0,42.5,Iraq,Fallujah,located between Samarra and Tharthar lake,33.36,43.77,Iraqi police headquarters exploded near a weapons depot base (at 3am local time),Security
Islamic State,2015,0,0,0,0,0,Iraq,Fallujah,Unknown,33.36,43.77,Iraqi Army and Popular Mobilization Forces (Iraqi Shia militia) forces,Security
Islamic State,2015,0,0,0,0,0,Iraq,Habbaniyah,Fueling station,33.38,43.58,Iraqi Army Fueling Station,Security
Unknown Group,2015,3,2,0,0,2,Iraq,Habbaniyah,at the entrance of Khalidiya district near Habbaniyah military base,33.38,43.58,Police at the checkpoint,Security
Unknown Group,2015,1.5,2.5,0,0,2.5,Iraq,Habbaniyah,village of Abu Fle,33.38,43.58,Iraqi security forces,Security
Islamic State,2015,0,3,0,0,3,Iraq,Khalidiyah,Al-Madiq neighbourhood,33.38,43.53,Iraqi Army and Popular Mobilization Forces (Iraqi Shia militia) forces,Security
Unknown Group,2015,7,4,0,0,4,Iraq,Karma,Security checkpoint,33.399793,43.90892,Unclear - soldiers killed,Security
Unknown Group,2015,4,4.5,0,0,4.5,Iraq,Karma,Detonated at Gate of military base,33.399793,43.90892,Iraqi Army and Shiite Popular Mobilization Forces militia base,Security
Islamic State,2015,10,9,0,0,9,Iraq,Karma,An Iraqi police base,33.399793,43.90892,An Iraqi police base,Security
Islamic State,2015,16,9,0,0,9,Iraq,Karma,Train station,33.399793,43.90892,Military headquarters of the Iraqi Army and the Popular Mobilization Units,Security
Unknown Group,2015,0,12,0,0,12,Iraq,Karma,Center of Karma,33.399793,43.90892,gathering of security forces advancing towards the center of Karma,Security
Islamic State,2015,0,36,0,0,36,Iraq,Karma,north of the town of Karma,33.399793,43.90892,Iraqi Army and Shia Militia Convoy,Security
Islamic State,2015,25,18,0,0,18,Iraq,Karma,North of Karma,33.399793,43.90892,Iraqi Government and Popular Mobilization Base,Security
Islamic State,2015,0,0,0,0,0,Iraq,Ramadi,Ramadi's provincial government compound,33.434167,43.268611,The Education Department,Political
Islamic State,2015,0,0,0,0,0,Iraq,Ramadi,Government Compound,33.434167,43.268611,The Western Entrance to the Government Building,Security
Islamic State,2015,5,0,0,0,0,Iraq,Ramadi,East of Ramadi,33.434167,43.268611,Iraqi Army forces attempting to push into ISIS territory,Security
Islamic State,2015,0,0,0,0,0,Iraq,Ramadi,Adjacent to the provincial government building,33.434167,43.268611,Police Department,Security
Unknown Group,2015,4,0,0,0,0,Iraq,Ramadi,Residence of Deputy Police Chief,33.434167,43.268611,Deputy Police Chief for Anbar Province Ali Darb Faraji [survived],Security
Unknown Group,2015,6,1,0,0,1,Iraq,Ramadi,Iraqi Army Checkpoint,33.434167,43.268611,Iraqi Army Checkpoint,Security
Islamic State,2015,3.5,1.5,0,0,1.5,Iraq,Ramadi,Albu Faraj,33.434167,43.268611,Iraqi Army checkpoint,Security
Islamic State,2015,3.5,1.5,0,0,1.5,Iraq,Ramadi,Hawz,33.434167,43.268611,Iraqi Army checkpoint,Security
Islamic State,2015,3.5,1.5,0,0,1.5,Iraq,Ramadi,Albu Eitha,33.434167,43.268611,Iraqi Army checkpoint,Security
Islamic State,2015,5.5,2.5,0,0,2.5,Iraq,Ramadi,Malaab,33.434167,43.268611,ISF checkpoint in Malaab,Security
Islamic State,2015,3.5,2,0,0,2,Iraq,Ramadi,Malaab District,33.434167,43.268611,Police forces in Malaab District,Security
Islamic State,2015,3.5,2,0,0,2,Iraq,Ramadi,Malaab District,33.434167,43.268611,Police forces in the Malaab District,Security
Islamic State,2015,10,3,0,0,3,Iraq,Ramadi,East of Ramadi Masyeehd Hill (near al-Haq Mosque),33.434167,43.268611,Iraqi Forces,Security
Islamic State,2015,4.5,2.5,0,0,1.5,Iraq,Ramadi,Toi,33.434167,43.268611,Iraqi Army checkpoint,Security
Islamic State,2015,3.5,2,0,0,2,Iraq,Ramadi,Malaab District,33.434167,43.268611,Police forces in Malaab District,Security
Unknown Group,2015,15.5,2.5,0,0,2.5,Iraq,Ramadi,Barrier of HQ,33.434167,43.268611,Local Iraqi Sunni Awakening militia headquarters,Security
Islamic State,2015,42,4,0,0,4,Iraq,Ramadi,Albu Faraj Bridge,33.434167,43.268611,Iraq Army forces guarding the bridge,Security
Islamic State,2015,10,4,0,0,4,Iraq,Ramadi,near the al-Haq mosque (east),33.434167,43.268611,the al-Majd police station,Security
Islamic State,2015,3,5,0,0,5,Iraq,Ramadi,Government Compound,33.434167,43.268611,Police Headquarters,Security
Islamic State,2015,5,3.5,0,0,3.5,Iraq,Ramadi,Al-Jaraishi area north of Ramadi,33.434167,43.268611,Deputy head of AOC: Abdulrahman Abu Raghif & 10th Division commander: Safin Abdulmajid [both killed],Security
Unknown Group,2015,9,8,0,0,8,Iraq,Ramadi,Ma'amil area,33.434167,43.268611,Iraqi forces and Shia militia military position,Security
Islamic State,2015,5,8,0,0,8,Iraq,Ramadi,Ramadi Grand Mosque,33.434167,43.268611,Police retaking the mosque from IS forces,Security
Unknown Group,2015,11,9,0,0,9,Iraq,Ramadi,Albu-Eitha area,33.434167,43.268611,Iraqi forces and Shia militia military position,Security
Islamic State,2015,1.5,5,0,0,5,Iraq,Ramadi,Albu Faraj Area,33.434167,43.268611,Convoy of Anbar Police Commander Kadhim al-Duleimi and Head of Provincial Military Operations Cmnd,Security
Islamic State,2015,2.5,6.5,0,0,6.5,Iraq,Ramadi,Southern Ramadi,33.434167,43.268611,Gathering of Iraqi government security forces,Security
Islamic State,2015,7,13,0,0,13,Iraq,Ramadi,Southeast of Ramadi,33.434167,43.268611,Gathering of Iraqi soldiers and allied Sunni militiamen,Security
Islamic State,2015,27,15,0,0,15,Iraq,Ramadi,Al-Bueitha area just north east of Ramadi,33.434167,43.268611,Military base of Iraqi Army Sunni tribal militia and Shiite Popular Mobilization Front militia,Security
Islamic State,2015,0,15,0,0,15,Iraq,Ramadi,Southwestern Ramadi,33.434167,43.268611,Iraqi troops trying to retake Ramadi,Security
Unknown Group,2015,12,23.5,0,0,23.5,Iraq,Ramadi,Albu Diyab (close to Anbar Operations Command),33.434167,43.268611,Iraqi Soldiers and tribal fighters,Security
Islamic State,2015,8,4,0,0,4,Iraq,Ramadi,Japanese Bridge,33.434167,43.268611,ISF checkpoint at Japanese Bridge,Security
Islamic State,2015,8,4,0,0,4,Iraq,Ramadi,Japanese Bridge,33.434167,43.268611,ISF checkpoint at Japanese Bridge,Security
Unknown Group,2015,4,6,0,0,6,Iraq,Ramadi,University of Ramadi,33.434167,43.268611,Iraqi troop positions at the recaptured University of Anbar,Security
Islamic State,2015,11.5,12.5,0,0,11.5,Iraq,Ramadi,Highway west of Ramadi,33.434167,43.268611,Army and police headquarters near Ramadi,Security
Islamic State,2015,0,0,0,0,0,Iraq,Ramadi,Soufiyah district,33.434167,43.268611,Iraqi Police Headquarters,Security
Islamic State,2015,0,0,0,0,0,Iraq,Ramadi,Anbar Operations Command,33.434167,43.268611,Military Command Center in Ramadi (AOC HQs),Security
Islamic State,2015,2.5,1.5,0,0,1.5,Iraq,Ramadi,Outside of army headquarters,33.434167,43.268611,Iraqi Army Headquarters,Security
Islamic State,2015,12,5,0,0,5,Iraq,Ramadi,Entrance to Anbar Operations Command,33.434167,43.268611,Anbar Operations Command,Security
Islamic State,2015,6,8,0,0,8,Iraq,Ramadi,West of Ramadi,33.434167,43.268611,Military outpost of Iraqi Army Sunni Militia and Police,Security
Islamic State,2015,8,12,-1,-1,12,Iraq,Ramadi,University of Anbar,33.434167,43.268611,Iraqi forces holding the University of Anbar,Security
Islamic State,2015,7,13,0,0,13,Iraq,Ramadi,al-Jereishi area,33.434167,43.268611,Iraqi Army convoy,Security
Islamic State,2015,7,13,0,0,13,Iraq,Ramadi,al-Jereishi area,33.434167,43.268611,Iraqi Army convoy,Security
Islamic State,2015,4,5,0,0,4,Iraq,Ramadi,Government Compound,33.434167,43.268611,Compound Security Checkpoints,Security
Unknown Group,2015,11,8,0,0,8,Iraq,Albu Aytha,Countryside north east of Ramadi,33.48405,43.37779,Iraqi forces and Shia militia military position,Security
Unknown Group,2015,13,5,5,0,0,Iraq,Taji,Al-Hamamyat neighborhood,33.520462,44.268975,Iranian Shiite Pilgrims,Civilian
Unknown Group,2015,21,6.5,0,0,6.5,Iraq,Taji,gates of Taji Camp,33.520462,44.268975,Iraqi Military Base,Security
Islamic State,2015,136.5,108.5,83.5,0,25,Iraq,Khan Bani Sad,Marketplace Near the Shiite mosque of al-Rasoul al-Aazam,33.58,44.59,Iraqi Shia civilians in marketplace,Civilian
Unknown Group,2015,15.5,5.5,0,0,5.5,Iraq,Mishahda,Small local restaurant,33.614474,44.284831,Popular Mobilization Forces (Iraqi Shia militia) fighters dining at the restaurant,Security
Unknown Group,2015,24,6.5,0,0,6.5,Iraq,Mishahda,Checkpoint entries to the PMF Base,33.614474,44.284831,Popular Mobilization Forces (Iraqi Shia militia) local headquarters,Security
Unknown Group,2015,4,0,0,0,0,Iraq,Qazaniyah,Customs building,33.64601,45.55025,Headquarters of the Iraqi Directorate of Customs,Political
Unknown Group,2015,15,4,0,0,4,Iraq,Tarimiyah,Police and Army checkpoint in Tarimiyah,33.669843,44.367689,Iraqi Army and Police checkpoint,Security
Unknown Group,2015,10,5,0,0,5,Iraq,Tarimiyah,Security checkpoint,33.669843,44.367689,Iraqi Police checkpoint,Security
Unknown Group,2015,0,6,1,0,5,Iraq,Tarimiyah,Security Checkpoint,33.669843,44.367689,Security Checkpoint,Security
Unknown Group,2015,12.5,4.5,1.5,0,3,Iraq,Tarimiyah,security checkpoint,33.669843,44.367689,Iraqi Security Checkpoint,Security
Unknown Group,2015,24,21,0,0,21,Iraq,Tharthar,checkpoint near Lake Tarthar Area,33.679444,43.465833,Joint Iraqi Army and Popular Mobilization Forces (Iraqi Shia militia) outpost,Security
Islamic State,2015,18,4,4,0,0,Iraq,Kanan,Mosque Exit of Iman Hussein Shitte mosque,33.69,44.8,Worshippers leaving mosque,Civilian
Islamic State,2015,16.5,6.5,6.5,0,0,Iraq,Kanan,Residential Area near local market in Kanaan district,33.69,44.8,Civilians near local market,Civilian
Islamic State,2015,27.5,14.5,14.5,0,0,Iraq,Balad Ruz,Restaurant western entrance to the town of Baladruz,33.69,45.06,A market/ restaurants at the roadside,Civilian
Islamic State,2015,20.5,21,20,0,1,Iraq,Balad Ruz,Mosque Al-Zahraa mosque (Shiite),33.69,45.06,Iraqi Shiite civilians,Civilian
Islamic State,2015,20.5,21,20,0,1,Iraq,Balad Ruz,Mosque Al-Zahraa mosque (Shiite),33.69,45.06,Iraqi Shiite civilians,Civilian
Unknown Group,2015,1.5,1,0,0,1,Iraq,Balad Ruz,Near an electricity building in Baiji district,33.69,45.06,Commander/Governor of Salah ad Din operations Jumah Anad Al-Jabouri [survived],Political
Islamic State,2015,14.5,8.5,0,0,8.5,Iraq,Kanan,Past a security checkpoint at entrance of Kanaan district 20 km from Baquba,33.69,44.8,Gathering of Shiite militiamen and soldiers,Security
Islamic State,2015,24,13,13,0,0,Iraq,Balad Ruz,Gathering of Notables,33.69,45.06,Pro-Government Iraqi Sunni Al-Nida tribal leaders (most of them from the Al-Nida tribe),Security
Unknown Group,2015,11,1,1,0,0,Iraq,Baqubah,Khreisan street in Baquba,33.74,44.64,Iraqi Al-Zahawi caf_,Civilian
Unknown Group,2015,9,4,4,0,0,Iraq,Baqubah,Kharenbat Neighborhood,33.74,44.64,Civilian Intersection,Civilian
Islamic State,2015,9,13,0,0,13,Iraq,Diyala Province,Mountainous area 57 km northeast of Baghdad,33.75,44.633333,Group of Iraqi police forces and allied shiite paramilitaries,Security
Islamic State,2015,56,27.5,27.5,0,0,Iraq,Huwaydir,Marketplace area in mostly Shiite neighborhood of Huwaydir near the provincial capital Baquba,33.77,44.62,Iraqi Shiite Marketplace,Civilian
Unknown Group,2015,7,3,0,0,3,Iraq,Dujail,Nibai Area south-east of the city,33.84,44.23,Iraqi Army 28th Brigade headquarters,Security
Islamic State,2015,62,34,34,0,0,Iraq,Khalis,Market Al-Khalis Market,33.85,44.52,Iraqi civilians primarily Shia,Civilian
Unknown Group,2015,1,0,0,0,0,Iraq,Al Baghdadi,Near the Majid Security Checkpoint,33.85,42.54,Iraqi Army Major General al-Zobaie [wounded],Security
Islamic State,2015,0,1,1,0,0,Iraq,Al Baghdadi,IVO Residential Compound,33.85,42.54,Iraq forces defending residential complex,Security
Islamic State,2015,4.5,4.5,0,0,4.5,Iraq,Al Baghdadi,Military outpost,33.85,42.54,Military outpost housing allied Iraqi Army Sunni militiamen and Iraqi policemen,Security
Islamic State,2015,0,16,0,0,16,Iraq,Al Baghdadi,Al Baghdadi area and town,33.85,42.54,Iraqi troops,Security
Unknown Group,2015,21.5,9,0,0,9,Iraq,Jubah,Mosque in al-Jubba Area,33.907776,42.542993,Police and Awakening Forces in mosque,Security
Unknown Group,2015,12,10,0,0,10,Iraq,Haqlaniyah,ISF and PMF positions around Haqlaniyah,34.08,42.36,Iraqi Army and Popular Mobilization Forces (Iraqi Shia militia) forces,Security
Unknown Group,2015,3,2,0,0,2,Iraq,Hadithah,on the Haditha dam,34.13,42.37,Iraqi army,Security
Unknown Group,2015,2,4,0,0,4,Iraq,Hadithah,Outside Hadithah,34.13,42.37,Iraqi Army and Police post,Security
Unknown Group,2015,19,12,0,0,12,Iraq,Hadithah,near the headquarters of the army in al-Sakran area near Haditha District,34.13,42.37,Iraqi forces and allied militia,Security
Islamic State,2015,3,4,0,0,4,Iraq,Hadithah,Outside Hadithah,34.13,42.37,Iraqi Army and Sunni Militia position,Security
Unknown Group,2015,14.5,7.5,7.5,0,0,Iraq,Samarra,Bus Stop Southern Samarra,34.19,43.87,Shiite pilgrims at bus stop,Civilian
Islamic State,2015,0,1,0,0,1,Iraq,Samarra,Convoy slightly north of Samarra,34.19,43.87,General Mahdi Nirozi Quds Force officer commander of Basiji militia commando forces [killed],Security
Unknown Group,2015,17,6.5,0,0,6.5,Iraq,Samarra,Security Checkpoint at entrance to military base just west of Samarra,34.19,43.87,Joint Iraqi Army and Popular Mobilization Forces (Shia militia) checkpoint,Security
Unknown Group,2015,6,7,0,0,7,Iraq,Samarra,Al-Huiysh District of northern Samarra,34.19,43.87,Iraqi Popular Mobilization Forces (Shia Militia) patrol,Security
Unknown Group,2015,16,8,0,0,8,Iraq,Samarra,South of the city,34.19,43.87,Popular Mobilization Forces (Iraqi Shia militia) checkpoint,Security
Unknown Group,2015,25,13.5,4,0,9.5,Iraq,Samarra,Outside Military Base,34.19,43.87,Joint Iraqi Army and Popular Mobilization Forces (Shia militia) checkpoint,Security
Unknown Group,2015,5,3,0,0,3,Iraq,Samarra,"""in the city center""",34.19,43.87,Iraqi Police Checkpoint,Security
Unknown Group,2015,15.5,3.5,0,0,3.5,Iraq,Samarra,the headquarters of the associate members in Albu Nissan area,34.19,43.87,Popular Mobilization Forces (Iraqi Shia militia) barracks,Security
Unknown Group,2015,28,6,0,0,6,Iraq,Samarra,Samarra - Thar Thar road southwest of Samarra,34.19,43.87,Iraqi Army Base,Security
Islamic State,2015,32,5.5,0.5,0,5,Iraq,Samarra,Western highway entrance of Samarra,34.19,43.87,Iraqi checkpoint manned by Iraqi Police and Shia militia,Security
Islamic State,2015,7,7,0,0,7,Iraq,Jalawla,checkpoint near Jalawla,34.268611,45.166111,Kurdish Pershmerga militia checkpoint,Security
Unknown Group,2015,28.5,13.5,0,0,13.5,Iraq,Sur Shnas,Sur Shanas area north of Samarra,34.288411,43.847036,Joint Iraqi Army and Popular Mobilization Forces (Iraqi Shia militia) checkpoint,Security
Islamic State,2015,0,10,0,0,10,Iraq,Abbassiya,Abbasiyeh area northwest of Samarra,34.31097,43.78237,Iraqi army and Shiite Popular Mobilization front milita position,Security
Islamic State,2015,13.5,12,0,0,12,Iraq,Abbassiya,Building housing Shiite militiamen in Abbassiya,34.31097,43.78237,Popular Mobilization Forces (Iraqi Shia militia) local headquarters,Security
Unknown Group,2015,11,3,0,0,3,Iraq,Dijlah,Mkeshifah area,34.36,43.76,Iraqi Military Base,Security
Unknown Group,2015,0,0,0,0,0,Iraq,Mukayshifah,Mikishifa area of northern Samara,34.3675,43.74278,Popular Mobilization Forces (Iraqi Shia militia) base,Security
Islamic State,2015,0,5,0,0,5,Iraq,Ad Dawr,Town of Ad-Dawr military camp,34.4575,43.7983,Madi al-Kinani leader of Iraqi Shia Popular Mobilization Forces Asaib Ahl al-Ha militia [killed],Security
Unknown Group,2015,2,0,0,0,0,Iraq,Tikrit,Alam District,34.6,43.67,Popular Mobilization Forces (Iraqi Shia militia) fighters,Security
Islamic State,2015,3,1,0,0,1,Iraq,Tikrit,Alam District Tal Gseiba,34.6,43.67,Iraqi Army base,Security
Islamic State,2015,3,2,0,0,2,Iraq,Tikrit,Outside Tikrit:Al Ishaqiya,34.6,43.67,Iraqi and Popular Mobilization Front Shia militia forces,Security
Unknown Group,2015,0,2,0,0,2,Iraq,Tikrit,The edge of Allas oil field east of Tikrit in Hamrin mountains,34.6,43.67,Base of Iraqi security forces and allied militias,Security
Unknown Group,2015,8,1.5,0,0,1.5,Iraq,Tikrit,Mukayshifah in the Tigris District,34.6,43.67,Iraqi Police Troops,Security
Unknown Group,2015,14,4,0,0,4,Iraq,Tikrit,Near Camp Speicher military base,34.6,43.67,Popular Mobilization Forces (Iraqi Shia militia) checkpoint,Security
Islamic State,2015,11,6,0,0,6,Iraq,Tikrit,Aldiom Neighborhood,34.6,43.67,Iraqi Army headquarters,Security
Unknown Group,2015,25,7,0,0,7,Iraq,Tikrit,Southern Tikrit occurred at al-Muthanna warehouse,34.6,43.67,Iraqi Army Troops,Security
Unknown Group,2015,15.5,8,0,0,8,Iraq,Tikrit,Just outside the city,34.6,43.67,Popular Mobilization Forces (Iraqi Shia militia) checkpoint,Security
Unknown Group,2015,30,8,0,0,8,Iraq,Tikrit,Road in front of Security HQ and Inside HQ,34.6,43.67,Bseartehma Security Headquarters,Security
Unknown Group,2015,27,23.5,0,0,23.5,Iraq,Tikrit,Hamrin Mountains in Eastern Tikrit,34.6,43.67,Police Headquarters,Security
Islamic State,2015,14.5,1.5,0,0,1.5,Iraq,Tikrit,Northern entrance of the base,34.6,43.67,Iraqi Security Forces base Camp Speicher,Security
Islamic State,2015,0,0,0,0,0,Iraq,Alam,Hamrin Area,34.64,43.69,Security Forces Attempting to Capture Al-Douri,Security
Islamic State,2015,0,0,0,0,0,Iraq,Alam,Hamrin Area,34.64,43.69,Security Forces Attempting to Capture Al-Douri,Security
Islamic State,2015,3,2.5,0,0,2.5,Iraq,Hajjaj,Albu Tohme area,34.832667,43.518467,Iraqi forces and Shia Popular Mobilization Front militia,Security
Unknown Group,2015,21.5,5,5,0,0,Iraq,Tozkhurmato,Swimming Pool,34.89,44.62,Iraqi civilians swimming in the pool,Civilian
Unknown Group,2015,21.5,5,5,0,0,Iraq,Tozkhurmato,Pool Entrence to swimming pool,34.89,44.62,Responders to previous suicide attack at swimming pool,Civilian
Unknown Group,2015,21,6,6,0,0,Iraq,Tozkhurmato,Market A Market in Tozkhurmato,34.89,44.62,Crowd gathered at Aqso Market after a car bomb exploded,Civilian
Islamic State,2015,16,6,0,0,6,Iraq,Tozkhurmato,Shia militia (Hashd Shaabi) checkpoint,34.89,44.62,Shiite Popular Militia Front checkpoint,Security
Islamic State,2015,17.5,6,3,0,3,Iraq,Tozkhurmato,Near entrance to a market,34.89,44.62,Iraqi police and Popular Mobilization Front checkpoint,Security
Islamic State,2015,10.5,3.5,0,0,3.5,Iraq,Baiji,Railway (Sikak) district,34.929167,43.493056,ISF and PMU troops gathered in the railway district,Security
Islamic State,2015,0,0,0,0,0,Iraq,Bayji,Oil Refinery Entrance to Baiji Oil Refinery,34.93,43.48,Oil Refinery Entrance,Civilian
Unknown Group,2015,7,11,0,0,11,Iraq,Bayji,Oil Refinery Bayji Oil Refinery,34.93,43.48,Refinery security officials,Civilian
Unknown Group,2015,10,2,0,0,2,Iraq,Bayji,Military units stationed in Baiji oil city,34.93,43.48,Iraqi forces and Shia militia Defensive line,Security
Islamic State,2015,2.5,1.5,0,0,1.5,Iraq,Bayji,al-Jeki neighborhood,34.93,43.48,Gathering of security forces,Security
Islamic State,2015,5,3,0,0,3,Iraq,Bayji,Near the Olive restaurant south of Baiji north of Tikrit,34.93,43.48,Iraqi Army tank,Security
Islamic State,2015,10.5,3.5,0,0,3.5,Iraq,Bayji,Railway (Sikak) area,34.93,43.48,ISF and PMU troops gathered in the railway district,Security
Unknown Group,2015,0,4,0,0,4,Iraq,Bayji,Inside the Bayji Oil Refinerly,34.93,43.48,Popular Mobilization Forces (Iraqi Shia militia) defending refinery,Security
Islamic State,2015,10.5,3.5,0,0,3.5,Iraq,Bayji,in the center of the city,34.93,43.48,a crowd of Iraqi security forces and allied militias (PDF),Security
